cli_codigo;cnae;cnae_descr;cne_cnae_principal
2201649;0161-0/01;Serviço de pulverização e controle de pragas agrícolas;0
2201649;3812-2/00;Coleta de resíduos perigosos;0
2201649;4930-2/03;Transporte rodoviário de produtos perigosos;0
2201649;4930-2/02;Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional;0
2201649;4618-4/99;Outros representantes comerciais e agentes do comércio especializado em produtos não especificados anteriormente;0
2201827;4744-0/99;Comércio varejista de materiais de construção em geral;1
2201827;4930-2/02;Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional;0
2201827;4930-2/01;Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal;0
2201827;4741-5/00;Comércio varejista de tintas e materiais para pintura;0
2201827;4744-0/01;Comércio varejista de ferragens e ferramentas;0
2201827;4744-0/03;Comércio varejista de materiais hidráulicos;0
2201827;4744-0/02;Comércio varejista de madeira e artefatos;0
2201827;4744-0/04;Comércio varejista de cal, areia, pedra britada, tijolos e telhas;0
2201827;4742-3/00;Comércio varejista de material elétrico;0
2209130;4530-7/03;Comércio a varejo de peças e acessórios novos para veículos automotores;1
2209130;4520-0/07;Serviços de instalação, manutenção e reparação de acessórios para veículos automotores;0
2209130;4520-0/03;Serviços de manutenção e reparação elétrica de veículos automotores;0
2209130;4530-7/04;Comércio a varejo de peças e acessórios usados para veículos automotores;0
2209130;4618-4/99;Outros representantes comerciais e agentes do comércio especializado em produtos não especificados anteriormente;0
2210529;4685-1/00;Comércio atacadista de produtos siderúrgicos e metalúrgicos, exceto para construção;1
2210529;4679-6/01;Comércio atacadista de tintas, vernizes e similares;0
2210529;4663-0/00;"Comércio atacadista de máquinas e equipamentos para uso industrial; partes e peças";0
2210529;4689-3/02;Comércio atacadista de fios e fibras beneficiados;0
2210557;4661-3/00;"Comércio atacadista de máquinas, aparelhos e equipamentos para uso agropecuário; partes e peças";1
2210557;4614-1/00;Representantes comerciais e agentes do comércio de máquinas, equipamentos, embarcações e aeronaves;0
2228745;1311-1/00;Preparação e fiação de fibras de algodão;1
2228745;4642-7/01;Comércio atacadista de artigos do vestuário e acessórios, exceto profissionais e de segurança;0
2228745;4623-1/03;Comércio atacadista de algodão;0
2228745;3513-1/00;Comércio atacadista de energia elétrica;0
2228745;4789-0/99;Comércio varejista de outros produtos não especificados anteriormente;0
2230428;1092-9/00;Fabricação de biscoitos e bolachas;1
2234536;3832-7/00;Recuperação de materiais plásticos;1
2234536;4930-2/02;Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional;0
2234536;2031-2/00;Fabricação de resinas termoplásticas;0
2234536;3839-4/99;Recuperação de materiais não especificados anteriormente;0
2234536;4687-7/01;Comércio atacadista de resíduos de papel e papelão;0
2234536;4687-7/03;Comércio atacadista de resíduos e sucatas metálicos;0
2234536;4687-7/02;Comércio atacadista de resíduos e sucatas não-metálicos, exceto de papel e papelão;0
2234536;3831-9/99;Recuperação de materiais metálicos, exceto alumínio;0
2241109;9420-1/00;Atividades de organizações sindicais;1
2241160;4530-7/03;Comércio a varejo de peças e acessórios novos para veículos automotores;1
2241160;4530-7/05;Comércio a varejo de pneumáticos e câmaras-de-ar;0
2241160;4530-7/04;Comércio a varejo de peças e acessórios usados para veículos automotores;0
2241160;4520-0/04;Serviços de alinhamento e balanceamento de veículos automotores;0
2241160;4520-0/01;Serviços de manutenção e reparação mecânica de veículos automotores;0
2241160;2949-2/99;Fabricação de outras peças e acessórios para veículos automotores não especificadas anteriormente;0
2245309;4763-6/03;"Comércio varejista de bicicletas e triciclos; peças e acessórios";1
2245309;9529-1/04;Reparação de bicicletas, triciclos e outros veículos não-motorizados;0
2245309;3092-0/00;Fabricação de bicicletas e triciclos não-motorizados, peças e acessórios;0
2261747;2223-4/00;Fabricação de tubos e acessórios de material plástico para uso na construção;1
2261747;4679-6/99;Comércio atacadista de materiais de construção em geral;0
2261747;2399-1/99;Fabricação de outros produtos de minerais não-metálicos não especificados anteriormente;0
2261747;2229-3/02;Fabricação de artefatos de material plástico para usos industriais;0
2264951;4711-3/02;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados;1
2264951;4110-7/00;Incorporação de empreendimentos imobiliários;1
2264951;4679-6/99;Comércio atacadista de materiais de construção em geral;0
